Season,date,HomeTeam,AwayTeam,FTHG,FTAG,Ave L5 Goals,Ave L5 Away,Ave L5 HS,Ave L5 AS,Ave L5 HST,Ave L5 AST,Ave L5 HC,Ave L5 AC,Ave L5 HF,Ave L5 AF,Ave L5 HY,Ave L5 AY,Ave L5 HR,Ave L5 AR,Result
2010-11,########,ManCityH,WestBromA,3,0,2.6,0.2,15.8,15.8,9.6,9.2,9.6,8.2,11.0,9.4,1.0,1.4,0.2,0.0,1
2010-11,########,NewcastleH,ArsenalA,4,4,2.8,2.4,13.6,15.2,7.2,9.8,5.0,5.8,12.4,11.6,1.0,1.6,0.0,0.2,2
2010-11,########,StokeH,SunderlandA,3,2,1.4,1.0,13.4,10.0,6.0,4.4,7.4,4.6,9.8,11.2,1.2,1.8,0.0,0.2,1
2010-11,########,TottenhamH,BoltonA,2,1,1.2,0.4,13.0,9.8,6.6,4.6,5.8,4.8,10.2,15.4,1.8,2.2,0.2,0.0,1
2010-11,########,WiganH,BlackburnA,4,3,1.6,1.4,10.8,9.0,5.8,5.0,4.0,5.4,14.4,10.6,2.0,2.0,0.2,0.2,1
2010-11,########,WolvesH,ManUnitedA,2,1,1.0,1.4,8.4,10.6,4.8,6.2,5.4,4.8,8.6,12.6,1.0,2.8,0.0,0.2,1
2010-11,########,ChelseaH,LiverpoolA,0,1,1.4,1.4,16.0,12.2,7.4,7.2,8.0,4.4,11.0,13.0,1.2,1.8,0.0,0.0,0
2010-11,########,WestHamH,BirminghamA,0,1,0.8,0.8,11.6,7.2,5.2,2.8,4.0,4.2,11.0,9.6,1.2,1.2,0.0,0.0,0
2010-11,########,ArsenalH,WolvesA,2,0,2.0,0.8,16.4,9.0,9.8,5.0,5.4,7.0,10.2,10.2,1.0,1.2,0.2,0.0,1
2010-11,########,BirminghamH,StokeA,1,0,1.0,0.6,9.6,9.2,3.8,3.4,4.4,2.2,11.0,12.6,1.6,1.8,0.0,0.2,1
2010-11,########,BlackburnH,NewcastleA,0,0,1.0,0.4,12.0,10.0,6.6,4.8,4.0,6.8,11.0,13.0,1.0,2.6,0.0,0.0,2
2010-11,########,BlackpoolH,AstonVillaA,1,1,1.4,1.6,11.8,11.2,6.6,6.4,6.6,6.0,10.2,11.6,1.2,2.6,0.0,0.2,2
2010-11,########,LiverpoolH,WiganA,1,1,1.6,1.2,14.4,9.0,8.4,5.0,7.6,3.6,11.0,13.0,1.4,3.2,0.0,0.2,2
2010-11,########,ManUnitedH,ManCityA,2,1,2.8,1.2,16.8,12.6,8.6,7.4,6.0,5.8,9.2,12.6,0.4,2.4,0.0,0.2,1
2010-11,########,SunderlandH,TottenhamA,1,2,1.4,1.4,15.0,11.4,8.6,6.4,3.6,3.6,12.0,10.6,1.4,1.6,0.0,0.2,0
2010-11,########,WestBromH,WestHamA,3,3,2.0,2.2,18.4,13.2,10.2,7.8,5.6,5.0,10.4,11.4,1.8,2.2,0.2,0.2,2
2010-11,########,BoltonH,EvertonA,2,0,1.2,0.8,12.2,10.2,7.2,5.6,5.8,5.8,11.0,13.2,0.6,1.2,0.0,0.0,1
2010-11,########,FulhamH,ChelseaA,0,0,1.4,1.8,11.6,17.0,7.2,9.2,5.2,6.0,10.8,11.0,0.8,1.4,0.0,0.0,2
2010-11,########,BirminghamH,NewcastleA,0,2,0.8,0.8,10.2,9.6,4.2,4.6,4.4,6.6,11.6,12.6,1.2,2.4,0.0,0.0,0
2010-11,########,WestBromH,WolvesA,1,1,2.0,0.8,18.0,8.8,10.2,4.8,6.4,5.6,9.8,9.2,1.6,1.0,0.0,0.0,2
2010-11,########,BlackpoolH,TottenhamA,3,1,1.6,1.2,10.8,13.8,5.6,6.8,6.2,4.2,11.2,10.0,1.4,1.0,0.0,0.0,1
2010-11,########,ArsenalH,StokeA,1,0,1.6,0.2,16.2,8.4,9.0,2.4,5.6,2.2,9.4,10.4,0.8,1.4,0.2,0.2,1
2010-11,########,AstonVillaH,BlackburnA,4,1,1.6,1.4,14.2,6.8,8.0,3.2,5.6,3.8,10.4,10.4,2.0,2.0,0.2,0.4,1
2010-11,########,EvertonH,SunderlandA,2,0,2.2,1.0,17.2,10.2,10.2,5.4,7.6,4.2,11.2,10.8,0.8,1.6,0.0,0.2,1
2010-11,########,NewcastleH,BoltonA,1,1,2.4,0.6,14.6,10.8,7.4,5.0,5.2,5.0,10.0,15.0,0.6,2.0,0.2,0.0,2
2010-11,########,WiganH,ManUnitedA,0,4,1.2,2.0,11.4,11.4,5.6,7.2,5.0,4.8,13.8,12.6,1.8,2.4,0.0,0.2,0
2010-11,########,WolvesH,BlackpoolA,4,0,1.6,1.4,8.6,7.8,5.2,4.0,6.2,3.8,10.0,10.4,0.8,0.8,0.0,0.2,1
2010-11,########,ManCityH,FulhamA,1,1,2.6,0.8,13.6,12.4,7.4,6.2,9.4,4.2,12.8,10.0,0.6,1.4,0.0,0.0,2
2010-11,########,WestHamH,LiverpoolA,3,1,1.2,1.4,12.4,11.4,6.8,7.4,4.8,5.0,11.0,12.0,1.0,1.8,0.0,0.0,1
2010-11,########,StokeH,WestBromA,1,1,1.6,0.2,11.4,16.8,5.6,10.6,6.2,5.6,10.8,9.4,1.6,1.4,0.0,0.0,2
2010-11,########,ChelseaH,ManUnitedA,2,1,1.6,1.8,17.0,12.8,8.6,8.0,8.6,4.2,11.8,12.8,1.6,2.2,0.0,0.4,1
2010-11,########,ArsenalH,SunderlandA,0,0,1.6,1.0,16.4,10.2,8.8,5.6,5.2,4.8,10.8,10.8,1.4,1.8,0.0,0.2,2
2010-11,########,BirminghamH,WestBromA,1,3,1.0,0.8,11.6,15.6,4.8,9.8,5.0,4.8,11.8,9.8,1.2,1.4,0.0,0.0,0
2010-11,########,BoltonH,AstonVillaA,3,2,1.4,1.4,12.8,10.0,7.4,5.6,6.4,5.8,13.0,11.6,1.4,1.6,0.0,0.2,1
2010-11,########,FulhamH,BlackburnA,3,2,1.8,1.2,12.0,8.0,8.2,4.2,5.4,4.2,10.8,11.2,1.0,2.0,0.0,0.2,1
2010-11,########,ManCityH,WiganA,1,0,2.0,0.8,12.8,8.8,6.4,4.4,8.6,4.2,13.4,11.8,1.0,2.8,0.0,0.2,1
2010-11,########,NewcastleH,EvertonA,1,2,2.4,1.0,12.6,10.2,7.0,6.2,5.0,5.2,11.0,13.0,0.8,2.0,0.2,0.0,0
2010-11,########,WestHamH,StokeA,3,0,1.6,0.0,13.2,8.8,8.4,3.2,5.4,2.6,10.4,10.2,0.8,2.0,0.0,0.2,1
2010-11,########,LiverpoolH,ManUnitedA,3,1,1.8,2.0,14.6,13.8,9.0,8.6,7.4,4.6,11.2,11.6,1.4,2.0,0.0,0.2,1
2010-11,########,WolvesH,TottenhamA,3,3,2.0,1.6,9.6,14.2,5.2,7.8,6.2,4.4,10.6,9.8,0.6,1.6,0.0,0.0,2
2010-11,########,BlackpoolH,ChelseaA,1,3,1.6,2.2,11.0,18.6,5.2,10.6,4.8,7.4,9.6,9.4,1.0,0.8,0.0,0.0,0
2010-11,########,EvertonH,BirminghamA,1,1,2.4,0.8,17.4,6.8,10.8,2.8,7.6,3.6,10.2,10.2,0.6,1.8,0.0,0.0,2
2010-11,########,AstonVillaH,WolvesA,0,1,1.4,1.0,11.2,7.4,6.0,3.8,5.6,4.2,10.8,10.2,1.6,1.4,0.2,0.0,0
2010-11,########,BlackburnH,BlackpoolA,2,2,1.4,1.4,14.4,7.6,6.4,4.4,4.6,4.0,11.6,11.8,1.0,1.0,0.0,0.2,2
2010-11,########,EvertonH,FulhamA,2,1,2.4,1.0,16.8,12.4,10.8,6.6,8.2,5.0,10.0,12.0,0.8,1.2,0.0,0.0,1
2010-11,########,ManUnitedH,BoltonA,1,0,2.6,0.6,16.8,11.8,8.2,5.8,7.4,5.4,9.0,12.4,0.4,1.8,0.2,0.0,1
2010-11,########,StokeH,NewcastleA,4,0,2.4,0.6,10.2,9.8,5.2,5.4,5.0,7.4,12.4,11.6,1.6,2.2,0.0,0.0,1
2010-11,########,TottenhamH,WestHamA,0,0,1.0,1.6,16.2,13.4,8.8,7.4,6.8,4.6,9.6,12.0,1.4,2.8,0.2,0.2,2
2010-11,########,WestBromH,ArsenalA,2,2,2.2,2.8,15.4,16.6,9.2,10.8,6.0,6.4,10.0,9.8,1.6,1.4,0.0,0.2,2
2010-11,########,WiganH,BirminghamA,2,1,1.6,1.0,12.8,7.6,7.4,3.6,6.2,4.0,13.4,9.8,2.0,1.2,0.0,0.0,1
2010-11,########,ChelseaH,ManCityA,2,0,1.8,0.6,17.8,11.8,9.4,6.6,8.4,5.4,12.6,12.2,1.8,2.4,0.0,0.2,1
2010-11,########,SunderlandH,LiverpoolA,0,2,1.4,1.6,9.2,10.8,5.6,6.4,2.4,4.8,13.0,10.8,1.6,2.2,0.2,0.0,0
2010-11,########,ArsenalH,BlackburnA,0,0,1.0,1.2,15.6,7.2,8.0,4.0,5.8,4.6,11.6,11.2,1.6,2.0,0.0,0.4,2
2010-11,########,BirminghamH,BoltonA,2,1,1.2,0.6,10.6,13.6,5.2,7.4,5.6,6.4,11.2,12.4,1.0,1.8,0.0,0.0,1
2010-11,########,EvertonH,AstonVillaA,2,2,2.4,1.6,17.4,8.8,11.0,6.0,6.8,5.8,11.0,12.0,1.2,1.6,0.0,0.2,2
2010-11,########,NewcastleH,WolvesA,4,1,2.2,0.6,13.8,8.0,8.2,4.2,5.2,3.4,12.8,10.4,1.8,2.0,0.2,0.0,1
2010-11,########,StokeH,ChelseaA,1,1,2.2,2.4,11.4,19.2,5.8,11.0,5.8,8.0,11.4,9.0,1.0,1.0,0.0,0.0,2
2010-11,########,WestBromH,LiverpoolA,2,1,2.0,1.6,15.2,11.4,9.8,7.0,5.2,5.2,10.0,11.2,1.8,2.2,0.0,0.0,1
2010-11,########,WestHamH,ManUnitedA,2,4,1.6,2.2,12.2,14.0,7.6,7.8,4.4,6.4,11.0,11.4,1.0,2.0,0.0,0.2,0
2010-11,########,WiganH,TottenhamA,0,0,1.4,1.4,14.0,13.4,7.4,7.2,7.2,4.0,11.4,11.0,1.4,1.8,0.0,0.0,2
2010-11,########,FulhamH,BlackpoolA,3,0,1.8,1.4,12.2,8.0,9.2,4.4,4.8,4.6,12.2,11.0,1.4,1.2,0.0,0.2,1
2010-11,########,ManCityH,SunderlandA,5,0,2.8,0.8,12.6,9.6,8.0,5.4,7.8,4.0,13.0,12.4,1.4,1.8,0.0,0.0,1
2010-11,########,BlackburnH,BirminghamA,1,1,1.0,0.8,15.4,6.6,6.6,3.2,6.2,3.0,10.8,10.6,1.2,1.6,0.0,0.0,2
2010-11,########,BoltonH,WestHamA,3,0,1.8,1.6,14.6,13.6,8.4,7.8,5.8,6.0,12.4,12.0,1.6,2.0,0.0,0.2,1
2010-11,########,ChelseaH,WiganA,1,0,1.4,0.6,19.0,9.0,10.0,4.4,8.6,4.4,11.4,12.6,1.6,2.4,0.0,0.2,1
2010-11,########,ManUnitedH,FulhamA,2,0,2.6,0.8,16.4,12.0,9.2,6.6,7.8,3.4,10.2,12.2,0.4,0.8,0.2,0.0,1
2010-11,########,SunderlandH,WestBromA,2,3,1.2,1.4,8.0,15.6,5.0,10.6,2.8,4.4,12.4,10.2,2.0,1.4,0.2,0.0,0
2010-11,########,TottenhamH,StokeA,3,2,1.2,0.4,15.4,9.0,8.8,4.0,7.0,3.2,10.0,11.4,1.2,2.4,0.0,0.0,1
2010-11,########,WolvesH,EvertonA,0,3,1.8,1.6,11.2,9.0,6.2,5.4,8.0,5.4,10.2,14.2,0.6,2.0,0.0,0.0,0
2010-11,########,AstonVillaH,NewcastleA,1,0,1.6,0.4,12.2,9.2,7.0,5.8,6.4,6.6,10.6,12.6,1.4,2.4,0.0,0.0,1
2010-11,########,BlackpoolH,ArsenalA,1,3,1.4,3.0,12.2,16.8,5.6,10.4,4.8,6.4,10.2,9.4,1.2,1.8,0.0,0.2,0
2010-11,########,LiverpoolH,ManCityA,3,0,2.0,0.6,13.8,13.4,7.6,7.4,6.6,5.4,9.2,10.4,1.0,2.0,0.0,0.0,1
2010-11,########,BirminghamH,SunderlandA,2,0,1.2,0.4,9.8,10.4,4.6,5.6,5.2,5.0,10.8,12.6,1.0,1.8,0.0,0.0,1
2010-11,########,BlackpoolH,WiganA,1,3,1.4,1.2,12.4,10.2,5.8,5.2,3.8,4.8,11.0,12.2,1.6,2.6,0.0,0.0,0
2010-11,########,EvertonH,BlackburnA,2,0,1.8,1.2,16.2,7.4,9.2,4.0,7.0,4.6,11.2,13.4,1.6,2.6,0.0,0.4,1
2010-11,########,WestBromH,ChelseaA,1,3,1.8,2.2,13.4,20.2,9.0,11.0,4.2,8.4,8.8,10.2,1.2,1.0,0.0,0.0,0
2010-11,########,WestHamH,AstonVillaA,1,2,1.8,1.6,13.2,10.8,7.8,6.2,4.6,7.2,11.0,10.0,0.8,1.0,0.0,0.2,0
2010-11,########,ArsenalH,LiverpoolA,1,1,0.8,1.2,14.2,10.2,7.2,6.0,6.8,5.0,11.8,10.4,1.4,2.4,0.0,0.0,2
2010-11,########,NewcastleH,ManUnitedA,0,0,2.0,2.0,13.6,14.8,8.0,8.0,6.2,6.6,12.0,11.2,2.2,2.0,0.2,0.2,2
2010-11,########,ChelseaH,BirminghamA,3,1,1.6,1.0,17.0,6.6,9.2,3.6,7.2,3.2,11.2,11.8,1.4,1.8,0.0,0.0,1
2010-11,########,TottenhamH,ArsenalA,3,3,1.6,3.0,16.0,15.8,8.8,10.0,7.4,6.6,9.4,10.2,0.8,2.2,0.0,0.2,2
2010-11,########,AstonVillaH,StokeA,1,1,1.6,0.6,11.6,8.6,5.8,4.4,7.4,4.8,10.2,11.6,1.2,2.2,0.0,0.0,2
2010-11,########,BlackpoolH,NewcastleA,1,1,1.4,0.6,13.2,10.2,6.2,6.4,3.8,6.0,11.8,10.4,1.4,2.0,0.0,0.0,2
2010-11,########,ChelseaH,WestHamA,3,0,2.2,1.2,17.4,13.4,10.6,8.2,7.4,7.0,10.8,12.2,1.4,2.0,0.0,0.0,1
2010-11,########,LiverpoolH,BirminghamA,5,0,2.8,0.8,15.0,6.8,8.8,4.2,6.4,2.6,8.4,11.6,1.2,1.6,0.0,0.0,1
2010-11,########,ManUnitedH,EvertonA,1,0,1.8,1.2,16.0,8.0,9.8,5.0,8.4,4.4,10.2,12.6,0.6,2.4,0.2,0.0,1
2010-11,########,SunderlandH,WiganA,4,2,1.8,1.2,8.2,10.2,5.0,5.2,3.4,4.4,11.2,11.6,2.0,2.0,0.2,0.0,1
2010-11,########,TottenhamH,WestBromA,2,2,2.0,1.8,16.6,12.8,9.4,7.4,8.0,2.8,9.2,10.8,0.6,1.4,0.0,0.0,2
2010-11,########,WolvesH,FulhamA,1,1,2.0,1.0,11.4,12.6,6.0,6.0,7.6,4.0,12.0,13.6,1.0,1.2,0.0,0.0,2
2010-11,########,BoltonH,ArsenalA,2,1,2.2,2.6,14.6,15.4,8.8,8.8,5.6,6.4,13.6,11.6,2.2,2.8,0.0,0.2,1
2010-11,########,BlackburnH,ManCityA,0,1,0.6,0.8,14.4,10.6,5.4,5.6,5.2,4.0,13.0,11.2,1.6,2.4,0.0,0.0,0
2010-11,########,StokeH,WolvesA,3,0,2.4,0.6,12.4,6.8,6.4,3.4,6.2,5.0,12.2,10.8,1.6,1.8,0.0,0.0,1
2010-11,########,FulhamH,BoltonA,3,0,2.0,0.6,13.8,13.8,9.2,7.4,6.2,6.8,12.4,11.4,1.4,1.6,0.0,0.0,1
2010-11,########,BlackburnH,BoltonA,1,0,0.8,0.4,14.4,14.4,5.2,7.4,5.0,7.4,11.6,11.0,1.6,1.2,0.0,0.0,1
2010-11,########,BlackpoolH,StokeA,0,0,0.8,0.6,13.8,7.4,6.6,4.6,4.4,5.4,11.6,11.0,1.0,2.2,0.0,0.0,2
2010-11,########,ChelseaH,TottenhamA,2,1,2.2,1.4,17.2,14.6,10.4,7.6,6.6,4.2,10.8,11.0,1.4,1.8,0.0,0.0,1
2010-11,########,SunderlandH,FulhamA,0,3,1.4,1.2,9.6,11.8,5.8,5.4,4.4,3.6,10.6,13.8,2.0,0.8,0.2,0.0,0
2010-11,########,WestBromH,AstonVillaA,2,1,1.6,1.6,12.0,11.2,7.6,6.4,4.0,7.6,8.8,11.2,1.4,1.2,0.2,0.2,1
2010-11,########,WiganH,EvertonA,1,1,1.4,1.2,12.8,7.8,7.6,4.8,6.4,4.6,12.0,12.2,1.4,1.8,0.0,0.0,2
2010-11,########,ArsenalH,ManUnitedA,1,0,0.6,1.2,12.6,14.2,6.0,7.6,6.8,7.0,11.8,10.4,1.8,2.4,0.0,0.2,1
2010-11,########,BirminghamH,WolvesA,1,1,1.2,0.8,9.4,7.8,4.0,3.8,4.6,4.2,9.8,12.2,1.4,2.2,0.2,0.0,2
2010-11,########,LiverpoolH,NewcastleA,3,0,3.0,0.6,14.2,9.2,8.0,5.8,5.6,6.2,10.2,10.2,1.2,1.8,0.0,0.0,1
2010-11,########,ManCityH,WestHamA,2,1,2.4,0.8,13.4,12.4,8.0,7.0,7.2,6.6,13.8,11.4,2.0,2.0,0.0,0.0,1
2010-11,########,AstonVillaH,WiganA,1,1,1.4,1.2,11.6,10.0,6.2,5.6,7.2,4.4,8.4,10.4,1.0,1.4,0.0,0.0,2
2010-11,########,BoltonH,SunderlandA,1,2,2.2,0.4,15.4,10.2,9.0,5.4,5.0,5.2,13.2,11.6,2.2,1.2,0.0,0.0,0
2010-11,########,EvertonH,ManCityA,2,1,1.8,0.6,14.8,10.6,8.6,5.2,8.4,4.4,11.6,11.8,2.4,2.4,0.0,0.0,1
2010-11,########,NewcastleH,BirminghamA,2,1,1.6,0.8,14.2,6.8,9.2,4.0,5.4,2.8,11.4,11.6,2.0,1.8,0.2,0.2,1
2010-11,########,TottenhamH,BlackpoolA,1,1,1.8,1.2,18.0,8.8,10.2,5.4,8.2,5.0,7.6,11.4,1.0,1.2,0.0,0.2,2
2010-11,########,WestHamH,BlackburnA,1,1,2.0,0.8,14.8,7.2,9.0,3.8,5.0,3.4,8.8,13.8,0.8,2.2,0.0,0.4,2
2010-11,########,ManUnitedH,ChelseaA,2,1,1.6,1.6,15.0,19.8,9.2,10.4,8.8,7.6,11.4,11.0,1.0,1.4,0.2,0.0,1
2010-11,########,StokeH,ArsenalA,3,1,2.4,2.0,11.2,15.6,6.0,7.8,4.2,6.2,12.2,10.6,1.6,2.6,0.0,0.0,1
2010-11,########,WolvesH,WestBromA,3,1,2.2,2.0,13.0,12.2,7.0,6.8,8.4,2.0,12.6,10.2,1.2,1.2,0.0,0.0,1
2010-11,########,FulhamH,LiverpoolA,2,5,2.2,2.0,13.6,12.0,8.8,7.4,6.6,5.4,13.2,10.8,2.4,2.6,0.0,0.0,0
2010-11,########,ManCityH,TottenhamA,1,0,2.0,1.0,12.2,15.2,7.0,8.0,6.0,5.2,12.6,10.2,2.0,1.2,0.0,0.0,1
2010-11,########,BlackburnH,ManUnitedA,1,1,1.0,1.2,14.8,13.6,5.6,7.0,5.0,7.8,11.6,9.8,2.0,2.0,0.0,0.0,2
2010-11,########,BlackpoolH,BoltonA,4,3,1.4,0.8,13.4,14.4,7.2,7.2,4.8,7.4,13.8,11.2,1.4,1.6,0.0,0.0,1
2010-11,########,SunderlandH,WolvesA,1,3,1.4,1.2,9.2,8.6,5.6,4.6,5.0,5.0,9.4,14.8,1.6,2.2,0.2,0.0,0
2010-11,########,WestBromH,EvertonA,1,0,1.6,1.2,11.0,10.6,7.2,6.0,2.0,6.2,10.6,11.6,1.8,2.2,0.2,0.2,1
2010-11,########,ArsenalH,AstonVillaA,1,2,0.6,1.8,15.6,11.4,8.2,6.6,8.4,6.4,12.0,10.4,1.8,1.8,0.0,0.0,0
2010-11,########,BirminghamH,FulhamA,0,2,1.2,1.4,8.6,13.2,3.4,6.2,4.8,4.4,8.6,14.2,1.2,1.4,0.2,0.0,0
2010-11,########,ChelseaH,NewcastleA,2,2,2.2,0.6,17.0,9.8,9.6,6.2,7.0,5.8,11.0,10.0,1.8,1.6,0.0,0.0,2
2010-11,########,LiverpoolH,TottenhamA,0,2,2.8,1.2,13.6,11.8,7.4,6.8,6.2,4.8,10.6,10.0,1.4,1.4,0.0,0.0,0
2010-11,########,WiganH,WestHamA,3,2,1.2,0.6,14.4,11.4,8.2,6.8,7.6,6.0,11.2,10.8,1.4,1.6,0.0,0.0,1
2010-11,########,ManCityH,StokeA,3,0,2.4,0.6,12.6,6.8,8.0,4.2,4.8,5.4,10.4,11.0,1.8,2.4,0.0,0.0,1
2010-11,########,AstonVillaH,LiverpoolA,1,0,0.8,1.8,10.2,11.4,5.8,6.6,6.0,4.8,10.0,11.6,1.4,2.8,0.0,0.0,1
2010-11,########,BoltonH,ManCityA,0,2,1.8,0.8,16.4,11.2,9.6,5.6,5.4,4.0,12.4,11.2,2.2,2.2,0.2,0.0,0
2010-11,########,EvertonH,ChelseaA,1,0,1.8,1.6,13.6,19.0,7.0,10.4,7.8,7.4,12.4,11.2,2.8,1.6,0.2,0.0,1
2010-11,########,FulhamH,ArsenalA,2,2,2.6,2.0,13.2,14.4,8.4,6.8,6.8,5.4,13.6,10.2,2.4,2.2,0.2,0.0,2
2010-11,########,ManUnitedH,BlackpoolA,4,2,2.0,1.0,16.4,9.4,10.2,5.4,9.6,5.6,10.0,9.0,1.0,1.2,0.2,0.2,1
2010-11,########,NewcastleH,WestBromA,3,3,2.0,2.4,14.6,11.6,10.0,6.0,6.2,3.2,11.0,9.0,2.0,0.8,0.0,0.0,2
2010-11,########,StokeH,WiganA,0,1,2.2,1.4,12.2,9.8,6.4,6.4,4.4,3.8,10.8,10.6,1.4,2.0,0.0,0.0,0
2010-11,########,TottenhamH,BirminghamA,2,1,2.2,0.8,17.2,6.8,10.6,3.8,8.4,3.0,7.4,12.0,1.0,2.2,0.0,0.2,1
2010-11,########,WestHamH,SunderlandA,0,3,1.4,1.0,14.8,11.2,9.2,6.4,4.6,6.2,8.2,11.6,0.8,1.6,0.0,0.0,0
2010-11,########,WolvesH,BlackburnA,2,3,1.8,1.2,12.4,8.8,5.8,5.4,7.8,3.6,11.8,13.2,1.6,1.8,0.0,0.2,0
2011-12,########,BlackburnH,WolvesA,1,2,0.8,1.4,13.2,9.6,5.8,4.4,5.8,5.6,11.4,13.0,2.6,2.0,0.0,0.0,0
2011-12,########,FulhamH,AstonVillaA,0,0,2.0,1.4,12.8,10.8,8.0,5.6,5.4,6.0,13.2,11.8,2.4,2.2,0.2,0.0,2
2011-12,########,LiverpoolH,SunderlandA,1,1,2.4,1.2,12.4,13.0,6.2,7.0,6.2,5.6,11.6,12.0,1.8,1.8,0.0,0.0,2
2011-12,########,NewcastleH,ArsenalA,0,0,1.8,1.4,13.8,13.0,8.6,6.2,5.6,5.6,10.4,10.6,2.2,2.8,0.0,0.2,2
2011-12,########,QPRH,BoltonA,0,4,1.521546,1.6,13.48441,14.8,6.19,7.4,6.10545,6.8,11.43219,12.2,1.405703,2.0,0.063371,0.0,0
2011-12,########,WiganH,NorwichA,1,1,1.4,1.6,16.0,8.8,9.6,3.8,7.4,6.0,10.8,13.0,1.8,1.4,0.0,0.0,2
2011-12,########,StokeH,ChelseaA,0,0,1.4,1.0,11.8,19.4,5.8,10.4,4.6,6.0,10.0,12.0,1.6,2.0,0.0,0.0,2
2011-12,########,WestBromH,ManUnitedA,1,2,1.4,1.4,13.0,13.4,8.2,6.6,2.8,8.0,12.0,9.2,2.2,1.8,0.2,0.0,0
2011-12,########,ManCityH,SwanseaA,4,0,3.0,1.145627,16.4,10.58403,11.2,4.8,5.4,4.776679,8.8,11.95374,1.2,1.749049,0.0,0.090494,1
2011-12,########,ArsenalH,LiverpoolA,0,2,0.6,1.8,14.8,12.0,8.0,7.4,9.2,4.6,11.6,11.4,1.6,2.6,0.2,0.0,0
2011-12,########,AstonVillaH,BlackburnA,3,1,1.4,1.0,9.8,8.4,6.0,4.8,5.4,3.0,8.8,12.4,1.8,1.2,0.0,0.2,1
2011-12,########,ChelseaH,WestBromA,2,1,2.4,2.0,17.2,11.0,9.4,5.8,6.4,3.4,11.2,8.6,2.0,1.4,0.0,0.0,1
2011-12,########,EvertonH,QPRA,0,1,1.4,1.145627,13.2,10.58403,6.0,4.8,6.8,4.776679,11.8,11.95374,2.6,1.749049,0.2,0.090494,0
2011-12,########,SunderlandH,NewcastleA,0,1,1.4,0.8,11.6,9.4,6.4,6.4,5.8,5.6,10.6,9.6,1.6,2.0,0.2,0.0,0
2011-12,########,SwanseaH,WiganA,0,0,1.521546,1.4,13.48441,9.6,6.19,5.8,6.10545,4.2,11.43219,11.8,1.405703,2.2,0.063371,0.0,2
2011-12,########,BoltonH,ManCityA,2,3,1.6,1.4,14.6,13.6,8.6,7.0,5.2,5.4,12.6,11.4,1.6,1.2,0.2,0.0,0
2011-12,########,NorwichH,StokeA,1,1,1.4,0.8,10.4,8.4,6.0,4.2,4.0,6.0,14.4,11.4,0.8,2.2,0.2,0.0,2
2011-12,########,WolvesH,FulhamA,2,0,1.6,1.2,13.2,12.4,6.4,5.8,7.8,5.0,11.2,12.4,2.0,1.8,0.0,0.0,1
2011-12,########,ManUnitedH,TottenhamA,3,0,2.4,0.6,19.0,12.8,12.8,7.2,9.4,4.6,10.8,9.6,1.2,1.2,0.0,0.0,1
2011-12,########,AstonVillaH,WolvesA,0,0,1.2,1.2,10.2,7.6,5.6,3.0,5.8,6.4,9.2,12.8,1.6,2.0,0.0,0.0,2
2011-12,########,BlackburnH,EvertonA,0,1,0.6,1.0,13.0,9.8,6.0,5.2,5.2,6.2,12.8,11.4,3.2,1.8,0.0,0.2,0
2011-12,########,ChelseaH,NorwichA,3,1,2.4,1.6,17.0,10.0,9.6,4.8,6.6,6.6,12.8,13.6,2.4,1.8,0.0,0.2,1
2011-12,########,LiverpoolH,BoltonA,3,1,2.4,1.6,12.8,12.4,6.6,5.8,7.4,6.2,11.4,10.4,1.6,2.0,0.0,0.0,1
2011-12,########,SwanseaH,SunderlandA,0,0,1.521546,1.2,13.48441,13.8,6.19,7.8,6.10545,5.4,11.43219,10.0,1.405703,1.4,0.063371,0.0,2
2011-12,########,WiganH,QPRA,2,0,1.4,1.145627,15.4,10.58403,9.0,4.8,7.2,4.776679,10.8,11.95374,1.6,1.749049,0.0,0.090494,1
2011-12,########,ManUnitedH,ArsenalA,8,2,3.6,1.2,20.8,14.2,13.4,7.0,8.4,5.4,10.2,9.4,1.6,2.8,0.0,0.4,1
2011-12,########,NewcastleH,FulhamA,2,1,1.4,1.4,13.0,13.2,7.8,6.6,5.8,5.6,10.4,12.4,1.6,2.0,0.0,0.0,1
2011-12,########,TottenhamH,ManCityA,1,5,1.8,2.4,18.4,15.4,11.0,8.6,8.4,6.0,7.4,12.6,1.2,2.0,0.0,0.0,0
2011-12,########,WestBromH,StokeA,0,1,1.0,0.6,12.8,7.8,6.8,3.4,3.8,5.2,11.8,10.6,1.8,1.6,0.2,0.0,0
2011-12,########,ArsenalH,SwanseaA,1,0,0.8,1.145627,14.6,10.58403,7.4,4.8,7.8,4.776679,11.6,11.95374,2.0,1.749049,0.2,0.090494,1
2011-12,########,BoltonH,ManUnitedA,0,5,1.0,1.6,14.0,12.4,8.8,6.6,5.2,6.2,14.2,7.6,1.8,1.4,0.2,0.0,0
2011-12,########,EvertonH,AstonVillaA,2,2,1.4,1.4,13.8,10.8,6.6,5.2,7.4,4.6,11.8,10.8,2.2,2.0,0.2,0.0,2
2011-12,########,ManCityH,WiganA,3,0,2.6,0.8,18.2,9.6,10.8,5.8,5.8,4.2,8.2,11.2,0.8,1.8,0.0,0.0,1
